"Artista";"Titulo";"Duracion";"Categoria";"Idioma";"Carpeta";"Letra";"Cancion";"Video"
"Arde Bogotá";"Los perros";"N/A";"Indie";"Español";"Arde Bogotá - Los perros.txt";"C:\UltraStar canciones\Arde Bogotá - Los perros\Arde Bogotá - Los perros.txt";"C:\UltraStar canciones\Arde Bogotá - Los perros\Arde Bogotá - Los perros.mp3";"C:\UltraStar canciones\Arde Bogotá - Los perros\Arde Bogotá - Los perros.webm"
"Ariana Grande";"We can't be friends (wait for your love)";"N/A";"N/A";"English";"Ariana Grande - We can't be friends (wait for your love).txt";"C:\UltraStar canciones\Ariana Grande - We can't be friends (wait for your love)\Ariana Grande - We can't be friends (wait for your love).txt";"C:\UltraStar canciones\Ariana Grande - We can't be friends (wait for your love)\Ariana Grande - We can't be friends (wait for your love).mp3";"C:\UltraStar canciones\Ariana Grande - We can't be friends (wait for your love)\Ariana Grande - We can't be friends (wait for your love).mp4"
"Art Garfunkel";"Bright Eyes";"N/A";"N/A";"N/A";"Art Garfunkel - Bright Eyes.txt";"C:\UltraStar canciones\A\Art Garfunkel - Bright Eyes\Art Garfunkel - Bright Eyes.txt";"N/A";"N/A"
"At Vance";"Eye Of The Tiger";"N/A";"N/A";"N/A";"At Vance - Eye Of The Tiger.txt";"C:\UltraStar canciones\A\At Vance - Eye Of The Tiger\At Vance - Eye Of The Tiger.txt";"N/A";"N/A"
"At Vance";"Money, Money, Money";"N/A";"N/A";"N/A";"At Vance - Money, Money, Money.txt";"C:\UltraStar canciones\A\At Vance - Money, Money, Money\At Vance - Money, Money, Money.txt";"N/A";"N/A"
"Atomic Kitten";"Eternal Flame";"N/A";"N/A";"N/A";"Atomic Kitten - Eternal Flame.txt";"C:\UltraStar canciones\A\Atomic Kitten - Eternal Flame\Atomic Kitten - Eternal Flame.txt";"N/A";"N/A"
"Atomic Kitten";"The Tide Is High";"N/A";"N/A";"English";"Atomic Kitten - The Tide Is High.txt";"C:\UltraStar canciones\A\Atomic Kitten - The Tide Is High\Atomic Kitten - The Tide Is High.txt";"N/A";"N/A"
"Atomic Kitten";"Whole Again";"N/A";"N/A";"English";"Atomic Kitten - Whole Again.txt";"C:\UltraStar canciones\A\Atomic Kitten - Whole Again\Atomic Kitten - Whole Again.txt";"N/A";"N/A"
"Attaque 77";"Arranca corazones";"N/A";"Punk";"Espa�ol";"Attaque 77 - Arranca corazones.txt";"C:\UltraStar canciones\Attaque 77 - Arranca corazones\Attaque 77 - Arranca corazones.txt";"C:\UltraStar canciones\Attaque 77 - Arranca corazones\Attaque 77 - Arranca corazones.mp3";"C:\UltraStar canciones\Attaque 77 - Arranca corazones\Attaque 77 - Arranca corazones.avi"
"Attaque 77";"No me arrepiento de este amor";"N/A";"Rock";"Espa�ol";"Attaque 77 - No me arrepiento de este amor.txt";"C:\UltraStar canciones\Attaque 77 - No me arrepiento de este amor\Attaque 77 - No me arrepiento de este amor.txt";"C:\UltraStar canciones\Attaque 77 - No me arrepiento de este amor\Attaque 77 - No me arrepiento de este amor.mp3";"C:\UltraStar canciones\Attaque 77 - No me arrepiento de este amor\Attaque 77 - No me arrepiento de este amor.mp4"
"Attaque 77";"Setentistas";"N/A";"Rock";"Espa�ol";"Attaque 77 - Setentistas.txt";"C:\UltraStar canciones\Attaque 77 - Setentistas\Attaque 77 - Setentistas.txt";"C:\UltraStar canciones\Attaque 77 - Setentistas\Attaque 77 - Setentistas.mp3";"C:\UltraStar canciones\Attaque 77 - Setentistas\Attaque 77 - Setentistas.mp4"
"Aventura ft. Don Omar";"Ella y yo";"N/A";"Dueto";"Español";"Aventura ft. Don Omar - Ella y yo.txt";"C:\UltraStar canciones\Aventura ft. Don Omar - Ella y yo\Aventura ft. Don Omar - Ella y yo.txt";"C:\UltraStar canciones\Aventura ft. Don Omar - Ella y yo\Aventura ft. Don Omar - Ella y yo.mp3";"C:\UltraStar canciones\Aventura ft. Don Omar - Ella y yo\Aventura ft. Don Omar - Ella y yo.avi"
"Aventura ft. Don Omar";"Ella y yo";"N/A";"Dueto";"Español";"Aventura ft. Don Omar - Ella y yo [MULTI].txt";"C:\UltraStar canciones\Aventura ft. Don Omar - Ella y yo\Aventura ft. Don Omar - Ella y yo [MULTI].txt";"C:\UltraStar canciones\Aventura ft. Don Omar - Ella y yo\Aventura ft. Don Omar - Ella y yo.mp3";"C:\UltraStar canciones\Aventura ft. Don Omar - Ella y yo\Aventura ft. Don Omar - Ella y yo.avi"
"Avril Lavigne";"Complicated";"N/A";"Rock";"Englisch";"Avril Lavigne - Complicated.txt";"C:\UltraStar canciones\A\Avril Lavigne - Complicated\Avril Lavigne - Complicated.txt";"N/A";"N/A"
"Avril Lavigne feat. Chad Kroeger";"Let Me Go";"N/A";"Ballad";"English";"Avril Lavigne feat. Chad Kroeger - Let Me Go.txt";"C:\UltraStar canciones\A\Avril Lavigne feat. Chad Kroeger - Let Me Go\Avril Lavigne feat. Chad Kroeger - Let Me Go.txt";"N/A";"N/A"
"Bachman Turner Overdrive";"You Ain't Seen Nothing Yet";"N/A";"N/A";"English";"Bachman Turner Overdrive - You Ain't Seen Nothing Yet.txt";"C:\UltraStar canciones\B\Bachman Turner Overdrive - You Ain't Seen Nothing Yet\Bachman Turner Overdrive - You Ain't Seen Nothing Yet.txt";"N/A";"N/A"
"Bacilos";"Caraluna";"N/A";"Rock";"Espa�ol";"Bacilos - Caraluna.txt";"C:\UltraStar canciones\Bacilos - Caraluna\Bacilos - Caraluna.txt";"C:\UltraStar canciones\Bacilos - Caraluna\Bacilos - Caraluna.mp3";"C:\UltraStar canciones\Bacilos - Caraluna\Bacilos - Caraluna.avi"
"Bacilos";"Mi primer mill�n";"N/A";"Pop";"Espa�ol";"Bacilos - Mi primer millón.txt";"C:\UltraStar canciones\Bacilos - Mi primer millón\Bacilos - Mi primer millón.txt";"C:\UltraStar canciones\Bacilos - Mi primer millón\Bacilos - Mi primer millón.mp3";"C:\UltraStar canciones\Bacilos - Mi primer millón\Bacilos - Mi primer millón.mp4"
"Bacilos";"Solo un segundo";"N/A";"Latin";"Español";"Bacilos - Solo un segundo.txt";"C:\UltraStar canciones\Bacilos - Solo un segundo\Bacilos - Solo un segundo.txt";"C:\UltraStar canciones\Bacilos - Solo un segundo\Bacilos - Solo un segundo.mp3";"N/A"
"Bacilos";"Tabaco y Chanel";"N/A";"N/A";"Espa�ol";"Bacilos - Tabaco y Chanel.txt";"C:\UltraStar canciones\Bacilos - Tabaco y Chanel\Bacilos - Tabaco y Chanel.txt";"C:\UltraStar canciones\Bacilos - Tabaco y Chanel\Bacilos - Tabaco y Chanel.mp3";"N/A"
"Backstreet Boys";"I Want It That Way";"N/A";"N/A";"N/A";"Backstreet Boys - I Want It That Way.txt";"C:\UltraStar canciones\B\Backstreet Boys - I Wan't it that Way\Backstreet Boys - I Want It That Way.txt";"N/A";"N/A"
"Backstreet Boys";"Quit playing games with my heart";"N/A";"N/A";"English";"Backstreet Boys - Quit playing games with my heart.txt";"C:\UltraStar canciones\B\Backstreet Boys - Quit playing games with my heart\Backstreet Boys - Quit playing games with my heart.txt";"N/A";"N/A"
"Bad Bunny";"DtMF";"N/A";"Latino";"Español";"Bad Bunny - DtMF.txt";"C:\UltraStar canciones\Bad Bunny - DtMF\Bad Bunny - DtMF.txt";"C:\UltraStar canciones\Bad Bunny - DtMF\Bad Bunny - DtMF.mp3";"C:\UltraStar canciones\Bad Bunny - DtMF\Bad Bunny - DtMF.mp4"
"Bad Bunny";"Si veo a tu mamá";"N/A";"N/A";"Español";"Bad Bunny - Si veo a tu mamá.txt";"C:\UltraStar canciones\Bad Bunny - Si veo a tu mamá\Bad Bunny - Si veo a tu mamá.txt";"C:\UltraStar canciones\Bad Bunny - Si veo a tu mamá\Bad Bunny - Si veo a tu mamá.mp3";"C:\UltraStar canciones\Bad Bunny - Si veo a tu mamá\Bad Bunny - Si veo a tu mamá.mp4"
"Bad Bunny";"Yonaguni";"N/A";"Reggaetón";"Español";"Bad Bunny - Yonaguni.txt";"C:\UltraStar canciones\Bad Bunny - Yonaguni\Bad Bunny - Yonaguni.txt";"C:\UltraStar canciones\Bad Bunny - Yonaguni\Bad Bunny - Yonaguni.mp3";"C:\UltraStar canciones\Bad Bunny - Yonaguni\Bad Bunny - Yonaguni.webm"
"Bad Bunny & Bomba Estéreo";"Ojitos lindos";"N/A";"Latino";"Español";"Bad Bunny & Bomba Estéreo - Ojitos lindos.txt";"C:\UltraStar canciones\Bad Bunny & Bomba Estéreo - Ojitos lindos\Bad Bunny & Bomba Estéreo - Ojitos lindos.txt";"C:\UltraStar canciones\Bad Bunny & Bomba Estéreo - Ojitos lindos\Bad Bunny & Bomba Estéreo - Ojitos lindos.mp3";"C:\UltraStar canciones\Bad Bunny & Bomba Estéreo - Ojitos lindos\Bad Bunny & Bomba Estéreo - Ojitos lindos.webm"
"Bad Bunny & Chencho Corleone";"Me porto bonito";"N/A";"Latino";"Español";"Bad Bunny & Chencho Corleone - Me porto bonito.txt";"C:\UltraStar canciones\Bad Bunny & Chencho Corleone - Me porto bonito\Bad Bunny & Chencho Corleone - Me porto bonito.txt";"C:\UltraStar canciones\Bad Bunny & Chencho Corleone - Me porto bonito\Bad Bunny & Chencho Corleone - Me porto bonito.mp3";"C:\UltraStar canciones\Bad Bunny & Chencho Corleone - Me porto bonito\Bad Bunny & Chencho Corleone - Me porto bonito.webm"
"Bad Bunny & Chencho Corleone";"Me porto bonito";"N/A";"Latino";"Español";"Bad Bunny & Chencho Corleone - Me porto bonito [MULTI].txt";"C:\UltraStar canciones\Bad Bunny & Chencho Corleone - Me porto bonito\Bad Bunny & Chencho Corleone - Me porto bonito [MULTI].txt";"C:\UltraStar canciones\Bad Bunny & Chencho Corleone - Me porto bonito\Bad Bunny & Chencho Corleone - Me porto bonito.mp3";"C:\UltraStar canciones\Bad Bunny & Chencho Corleone - Me porto bonito\Bad Bunny & Chencho Corleone - Me porto bonito.webm"
"Bad Bunny y Tainy";"Calla�ta";"N/A";"N/A";"Espa�ol";"Bad Bunny y Tainy - Callaíta.txt";"C:\UltraStar canciones\Bad Bunny y Tainy - Callaíta\Bad Bunny y Tainy - Callaíta.txt";"C:\UltraStar canciones\Bad Bunny y Tainy - Callaíta\Bad Bunny y Tainy - Callaíta.mp3";"C:\UltraStar canciones\Bad Bunny y Tainy - Callaíta\Bad Bunny y Tainy - Callaíta.mp4"
"Bananarama";"I Heard A Rumour";"N/A";"N/A";"N/A";"Bananarama - I Heard A Rumour.txt";"C:\UltraStar canciones\B\Bananarama - I Heard A Rumour\Bananarama - I Heard A Rumour.txt";"N/A";"N/A"
"Barry Manilow";"Mandy";"N/A";"N/A";"English";"Barry Manilow - Mandy.txt";"C:\UltraStar canciones\B\Barry Manilow - Mandy\Barry Manilow - Mandy.txt";"N/A";"N/A"
"Bastille";"Pompeii";"N/A";"Pop";"English";"Bastille - Pompeii.txt";"C:\UltraStar canciones\B\Bastille - Pompeii\Bastille - Pompeii.txt";"N/A";"N/A"
"Beauty And The Beast";"Beauty And The Beast";"N/A";"N/A";"English";"Beauty And The Beast - Beauty And The Beast.txt";"C:\UltraStar canciones\B\Beauty And The Beast - Beauty And The Beast\Beauty And The Beast - Beauty And The Beast.txt";"N/A";"N/A"
"Becky G";"Bail� con mi ex";"N/A";"Pop/Latino";"Espa�ol";"Becky G - Bailé con mi ex.txt";"C:\UltraStar canciones\Becky G - Bailé con mi ex\Becky G - Bailé con mi ex.txt";"C:\UltraStar canciones\Becky G - Bailé con mi ex\Becky G - Bailé con mi ex.mp3";"C:\UltraStar canciones\Becky G - Bailé con mi ex\Becky G - Bailé con mi ex.webm"
"Becky G ft. Natti Natasha";"Sin pijama";"N/A";"N/A";"Español";"Becky G ft. Natti Natasha - Sin pijama [MULTI].txt";"C:\UltraStar canciones\Becky G ft. Natti Natasha - Sin pijama\Becky G ft. Natti Natasha - Sin pijama [MULTI].txt";"C:\UltraStar canciones\Becky G ft. Natti Natasha - Sin pijama\Becky G ft. Natti Natasha - Sin pijama.mp3";"C:\UltraStar canciones\Becky G ft. Natti Natasha - Sin pijama\Becky G ft. Natti Natasha - Sin pijama.mp4"
"Becky G ft. Natti Natasha";"Sin pijama";"N/A";"N/A";"Español";"Becky G ft. Natti Natasha - Sin pijama.txt";"C:\UltraStar canciones\Becky G ft. Natti Natasha - Sin pijama\Becky G ft. Natti Natasha - Sin pijama.txt";"C:\UltraStar canciones\Becky G ft. Natti Natasha - Sin pijama\Becky G ft. Natti Natasha - Sin pijama.mp3";"C:\UltraStar canciones\Becky G ft. Natti Natasha - Sin pijama\Becky G ft. Natti Natasha - Sin pijama.mp4"
"Belanova";"Por ti";"N/A";"Pop";"Espa�ol";"Belanova - Por ti.txt";"C:\UltraStar canciones\Belanova - Por ti\Belanova - Por ti.txt";"C:\UltraStar canciones\Belanova - Por ti\Belanova - Por ti.mp3";"C:\UltraStar canciones\Belanova - Por ti\Belanova - Por ti.mp4"
"Belanova";"Rosa Pastel";"N/A";"Pop";"Español";"Belanova - Rosa Pastel.txt";"C:\UltraStar canciones\Belanova - Rosa Pastel\Belanova - Rosa Pastel.txt";"C:\UltraStar canciones\Belanova - Rosa Pastel\Belanova - Rosa Pastel.mp3";"C:\UltraStar canciones\Belanova - Rosa Pastel\Belanova - Rosa Pastel.avi"
"Belinda Carlisle";"Heaven Is A Place On Earth";"N/A";"N/A";"English";"Belinda Carlisle - Heaven Is A Place On Earth.txt";"C:\UltraStar canciones\B\Belinda Carlisle - Heaven Is A Place On Earth\Belinda Carlisle - Heaven Is A Place On Earth.txt";"N/A";"N/A"
"Ben E. King";"Stand By Me";"N/A";"N/A";"English";"Ben E. King - Stand By Me.txt";"C:\UltraStar canciones\B\Ben E. King - Stand By Me\Ben E. King - Stand By Me.txt";"N/A";"N/A"
"Beyonce";"Crazy In Love";"N/A";"N/A";"English";"Beyonce - Crazy In Love.txt";"C:\UltraStar canciones\B\Beyonce - Crazy In Love\Beyonce - Crazy In Love.txt";"N/A";"N/A"
"Beyonce";"Irreplaceable";"N/A";"N/A";"English";"Beyonce - Irreplaceable.txt";"C:\UltraStar canciones\B\Beyonce - Irreplaceable\Beyonce - Irreplaceable.txt";"N/A";"N/A"
"Beyonce feat. Shakira";"Beautiful Liar";"N/A";"Pop";"English";"Beyonce feat. Shakira - Beautiful Liar.txt";"C:\UltraStar canciones\B\Beyonce feat. Shakira - Beautiful Liar\Beyonce feat. Shakira - Beautiful Liar.txt";"N/A";"N/A"
"Beyonc�";"Halo";"N/A";"N/A";"Englisch";"Beyoncé - Halo.txt";"C:\UltraStar canciones\B\Beyoncé - Halo\Beyoncé - Halo.txt";"N/A";"N/A"
"Beyonc�";"If I Were A Boy";"N/A";"";"English";"Beyoncé - If I Were A Boy.txt";"C:\UltraStar canciones\B\Beyoncé - If I Were A Boy\Beyoncé - If I Were A Boy.txt";"N/A";"N/A"
"Bill Haley & The Comets";"See You Later Alligator";"N/A";"N/A";"English";"Bill Haley & The Comets - See You Later Alligator.txt";"C:\UltraStar canciones\B\Bill Haley & The Comets - See You Later Alligator\Bill Haley & The Comets - See You Later Alligator.txt";"N/A";"N/A"
"Bill Medley & Jennifer Warnes";"I've Had The Time Of My Life";"N/A";"N/A";"English";"Bill Medley & Jennifer Warnes - I've Had The Time Of My Life.txt";"C:\UltraStar canciones\B\Bill Medley & Jennifer Warnes - I've Had The Time Of My Life\Bill Medley & Jennifer Warnes - I've Had The Time Of My Life.txt";"N/A";"N/A"
"Bill Withers";"Ain't No Sunshine";"N/A";"N/A";"English";"Bill Withers - Ain't No Sunshine.txt";"C:\UltraStar canciones\B\Bill Withers - Ain't No Sunshine\Bill Withers - Ain't No Sunshine.txt";"N/A";"N/A"
"Billy Idol";"Rebel Yell";"N/A";"N/A";"English";"Billy Idol - Rebel Yell.txt";"C:\UltraStar canciones\B\Billy Idol - Rebel Yell\Billy Idol - Rebel Yell.txt";"N/A";"N/A"
"Billy Joel";"The Longest Time";"N/A";"N/A";"Englisch";"Billy Joel - The Longest Time.txt";"C:\UltraStar canciones\B\Billy Joel - The Longest Time\Billy Joel - The Longest Time.txt";"N/A";"N/A"
"Billy Joel";"Uptown Girl";"N/A";"N/A";"English";"Billy Joel - Uptown Girl.txt";"C:\UltraStar canciones\B\Billy Joel - Uptown Girl\Billy Joel - Uptown Girl.txt";"N/A";"N/A"
"Billy Joel";"We Didn´t Start The Fire";"N/A";"N/A";"English";"Billy Joel - We Didn´t Start The Fire.txt";"C:\UltraStar canciones\B\Billy Joel - We Didn´t Start The Fire\Billy Joel - We Didn´t Start The Fire.txt";"N/A";"N/A"
"Billy Talent";"Red Flag";"N/A";"N/A";"English";"Billy Talent - Red Flag.txt";"C:\UltraStar canciones\B\Billy Talent - Red Flag\Billy Talent - Red Flag.txt";"N/A";"N/A"
"Bing Crosby";"White Christmas";"N/A";"N/A";"English";"Bing Crosby - White Christmas.txt";"C:\UltraStar canciones\B\Bing Crosby - White Christmas\Bing Crosby - White Christmas.txt";"N/A";"N/A"
"Bizarrap & Arcángel";"Arcángel: Bzrp Music Sessions, Vol. 54";"N/A";"Rap/Hip Hop";"Español";"Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54.txt";"C:\UltraStar canciones\Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54\Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54.txt";"C:\UltraStar canciones\Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54\Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54.mp3";"C:\UltraStar canciones\Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54\Bizarrap & Arcángel - Arcángel Bzrp Music Sessions, Vol. 54.webm"
"Bizarrap & Shakira";"Bzrp Music Sessions, Vol. 53";"N/A";"Dance";"Español";"Bizarrap & Shakira - Bzrp Music Sessions, Vol. 53.txt";"C:\UltraStar canciones\Bizarrap & Shakira - Bzrp Music Sessions, Vol. 53\Bizarrap & Shakira - Bzrp Music Sessions, Vol. 53.txt";"N/A";"C:\UltraStar canciones\Bizarrap & Shakira - Bzrp Music Sessions, Vol. 53\Bizarrap & Shakira - Bzrp Music Sessions, Vol. 53.mp4"
"Black Eyed Peas";"Hey Mama";"N/A";"N/A";"English";"Black Eyed Peas - Hey Mama.txt";"C:\UltraStar canciones\B\Black Eyed Peas - Hey Mama\Black Eyed Peas - Hey Mama.txt";"N/A";"N/A"
"Black Eyed Peas";"I Gotta Feeling";"N/A";"Hip Hop";"English";"Black Eyed Peas - I Gotta Feeling.txt";"C:\UltraStar canciones\B\Black Eyed Peas - I Gotta Feeling\Black Eyed Peas - I Gotta Feeling.txt";"N/A";"N/A"
"Black Eyed Peas";"Pump It";"N/A";"Rap";"English";"Black Eyed Peas - Pump It.txt";"C:\UltraStar canciones\B\Black Eyed Peas - Pump It\Black Eyed Peas - Pump It.txt";"N/A";"N/A"
"Black Eyed Peas";"Shut Up";"N/A";"N/A";"English";"Black Eyed Peas - Shut Up.txt";"C:\UltraStar canciones\B\Black Eyed Peas - Shut Up\Black Eyed Peas - Shut Up.txt";"N/A";"N/A"
"Blind Guardian";"A Past And Future Secret";"N/A";"N/A";"N/A";"Blind Guardian - A Past And Future Secret.txt";"C:\UltraStar canciones\B\Blind Guardian - A Past And Future Secret\Blind Guardian - A Past And Future Secret.txt";"N/A";"N/A"
"Blind Guardian";"And The Story Ends";"N/A";"N/A";"N/A";"Blind Guardian - And The Story Ends.txt";"C:\UltraStar canciones\B\Blind Guardian - And The Story Ends\Blind Guardian - And The Story Ends.txt";"N/A";"N/A"
"Blind Guardian";"Black Chamber";"N/A";"N/A";"N/A";"Blind Guardian - Black Chamber.txt";"C:\UltraStar canciones\B\Blind Guardian - Black Chamber\Blind Guardian - Black Chamber.txt";"N/A";"N/A"
"Blind Guardian";"Fly";"N/A";"N/A";"N/A";"Blind Guardian - Fly.txt";"C:\UltraStar canciones\B\Blind Guardian - Fly\Blind Guardian - Fly.txt";"N/A";"N/A"
"Blind Guardian";"Mirror Mirror";"N/A";"N/A";"N/A";"Blind Guardian - Mirror Mirror.txt";"C:\UltraStar canciones\B\Blind Guardian - Mirror Mirror\Blind Guardian - Mirror Mirror.txt";"N/A";"N/A"
"Blind Guardian";"Surfin' Usa";"N/A";"N/A";"N/A";"Blind Guardian - Surfin' Usa.txt";"C:\UltraStar canciones\B\Blind Guardian - Surfin' Usa\Blind Guardian - Surfin' Usa.txt";"N/A";"N/A"
"Blind Guardian";"The Bard's Song (In The Forest)";"N/A";"N/A";"N/A";"Blind Guardian - The Bard's Song (In The Forest).txt";"C:\UltraStar canciones\B\Blind Guardian - The Bard's Song (In The Forest)\Blind Guardian - The Bard's Song (In The Forest).txt";"N/A";"N/A"
"Blondie";"The Tide Is High";"N/A";"N/A";"English";"Blondie - The Tide Is High.txt";"C:\UltraStar canciones\B\Blondie - The Tide Is High\Blondie - The Tide Is High.txt";"N/A";"N/A"
"Blue";"One Love";"N/A";"N/A";"N/A";"Blue - One Love.txt";"C:\UltraStar canciones\B\Blue - One Love\Blue - One Love.txt";"N/A";"N/A"
"Blues Brothers";"Everybody Needs Somebody To Love";"N/A";"N/A";"N/A";"Blues Brothers - Everybody Needs Somebody.txt";"C:\UltraStar canciones\B\Blues Brothers - Everybody Needs Somebody\Blues Brothers - Everybody Needs Somebody.txt";"N/A";"N/A"
"Bob Marley";"Could you be loved";"N/A";"N/A";"N/A";"Bob Marley - Could you be loved.txt";"C:\UltraStar canciones\B\Bob Marley - Could you be loved [SC]\Bob Marley - Could you be loved.txt";"N/A";"N/A"
"Bob Marley";"No Woman No Cry";"N/A";"Rock";"English";"Bob Marley - No Woman No Cry.txt";"C:\UltraStar canciones\B\Bob Marley - No Woman No Cry\Bob Marley - No Woman No Cry.txt";"N/A";"N/A"
"Bob Marley & The Wailers";"Redemption Song";"N/A";"N/A";"N/A";"Bob Marley & The Wailers - Redemption Song.txt";"C:\UltraStar canciones\B\Bob Marley & The Wailers - Redemption Song\Bob Marley & The Wailers - Redemption Song.txt";"N/A";"N/A"
"Bob Sinclar";"Love Generation";"N/A";"N/A";"English";"Bob Sinclar - Love Generation.txt";"C:\UltraStar canciones\B\Bob Sinclar - Love Generation\Bob Sinclar - Love Generation.txt";"N/A";"N/A"
"Bobby McFerrin";"Don't Worry Be Happy";"N/A";"N/A";"English";"Bobby McFerrin - Don't Worry Be Happy.txt";"C:\UltraStar canciones\B\Bobby McFerrin - Don't Worry Be Happy\Bobby McFerrin - Don't Worry Be Happy.txt";"N/A";"N/A"
"Bobby Vinton";"Sealed With A Kiss";"N/A";"N/A";"English";"Bobby Vinton - Sealed With A Kiss.txt";"C:\UltraStar canciones\B\Bobby Vinton - Sealed With A Kiss\Bobby Vinton - Sealed With A Kiss.txt";"N/A";"N/A"
"Böhse Onkelz";"Auf gute Freunde";"N/A";"N/A";"N/A";"Böhse Onkelz - Auf gute freunde.txt";"C:\UltraStar canciones\B\Böhse Onkelz - Auf gute freunde\Böhse Onkelz - Auf gute freunde.txt";"N/A";"N/A"
"böhse onkelz";"Ganz egal";"N/A";"N/A";"N/A";"Böhse Onkelz - Ganz egal.txt";"C:\UltraStar canciones\B\Böhse Onkelz - Ganz egal\Böhse Onkelz - Ganz egal.txt";"N/A";"N/A"
"Böhse Onkelz";"Ich bin in Dir";"N/A";"N/A";"N/A";"Böhse Onkelz - Ich bin in dir.txt";"C:\UltraStar canciones\B\Böhse Onkelz - Ich bin in dir\Böhse Onkelz - Ich bin in dir.txt";"N/A";"N/A"
"Böhse Onkelz";"Mexico";"N/A";"N/A";"N/A";"Böhse Onkelz - Mexico.txt";"C:\UltraStar canciones\B\Böhse Onkelz - Mexico\Böhse Onkelz - Mexico.txt";"N/A";"N/A"
"Böhse Onkelz";"Stunde des Siegers";"N/A";"N/A";"N/A";"Böhse Onkelz - Stunde Des Siegers.txt";"C:\UltraStar canciones\B\Böhse Onkelz - Stunde Des Siegers\Böhse Onkelz - Stunde Des Siegers.txt";"N/A";"N/A"
"Böhse Onkelz";"Wir sind immer für euch da";"N/A";"N/A";"N/A";"Böhse Onkelz - Wir sind immer für euch da.txt";"C:\UltraStar canciones\B\Böhse Onkelz - Wir sind immer für euch da\Böhse Onkelz - Wir sind immer für euch da.txt";"N/A";"N/A"
"Böhse Onkelz";"Zuviel";"N/A";"N/A";"N/A";"Böhse Onkelz - zuviel.txt";"C:\UltraStar canciones\B\Böhse Onkelz - zuviel\Böhse Onkelz - zuviel.txt";"N/A";"N/A"
